record_id,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis,disease_history,vaccination_status,treatment_history,milk_yield_l_day,scc_cells_ml,milk_conductivity_ms_cm,milk_temperature_c,body_temperature_c,udder_surface_temperature_c,activity_percent,rumination_min_day,feeding_behavior_score,water_intake_l_day,feed_quality_score,hygiene_score,housing_condition_score,milking_hygiene_score,worker_hygiene_score,milking_frequency_per_day,milking_schedule,ambient_temperature_c,relative_humidity_percent,climate_risk,co_morbidity,sensor_status,ai_risk_score,risk_category,mastitis_within_7_14_days,forecast_lead_days
REC-00983,FARM-029,COW-197,Jersey Cross,4.3,5,273,1,Previous mastitis,Up to date,Anti-inflammatory treatment,9.62,425626,5.3,38.22,38.38,37.81,78.5,469.0,9.1,50.7,6.5,8.9,6.5,7.8,6.6,2,Morning/Noon/Evening,19.7,70.5,Low,0,Normal,18.5,No Risk,0,0
REC-00984,FARM-007,COW-303,Murrah Buffalo,5.4,3,245,1,Previous mastitis,Up to date,None,4.98,134449,6.08,38.7,38.79,37.71,93.8,471.0,8.4,81.7,7.9,9.6,8.0,7.7,7.3,3,Morning/Noon/Evening,36.0,58.1,Moderate,0,Normal,41.8,Moderate Risk,0,0
REC-00985,FARM-014,COW-409,Holstein Friesian,5.6,2,248,0,No previous mastitis,Up to date,None,16.73,445201,5.78,38.72,38.73,38.13,69.6,517.0,8.9,65.5,7.5,5.8,8.6,7.0,5.8,2,Morning/Evening,28.4,74.2,Low,0,Normal,8.4,No Risk,0,0
REC-00986,FARM-012,COW-450,Jersey Cross,8.5,3,263,1,Previous mastitis,Up to date,None,9.94,141258,5.09,38.95,38.91,37.98,77.2,350.0,7.3,54.4,9.3,8.5,8.4,7.1,6.5,2,Morning/Noon/Evening,22.6,73.0,Low,0,Normal,34.8,Low Risk,0,0
REC-00987,FARM-035,COW-010,Sahiwal,6.8,3,163,0,No previous mastitis,Up to date,None,10.86,199696,4.86,38.24,38.19,37.64,63.8,486.0,4.5,55.7,9.0,8.1,6.9,8.1,8.7,2,Morning/Evening,24.7,69.4,Low,0,Intermittent,6.1,No Risk,0,0
REC-00988,FARM-005,COW-312,HF Cross,6.4,3,121,0,No previous mastitis,Partially up to date,None,13.97,100753,5.73,38.34,38.36,37.9,77.4,487.0,6.4,39.2,7.9,5.3,5.3,7.8,9.0,2,Morning/Noon/Evening,26.4,58.9,Low,0,Maintenance,9.5,No Risk,0,0
REC-00989,FARM-017,COW-286,Gir,5.5,2,197,1,Previous mastitis,Partially up to date,None,4.93,75256,5.47,38.94,39.1,37.78,73.2,383.0,5.9,68.0,7.6,7.8,4.9,8.6,9.1,2,Morning/Evening,26.3,63.1,Low,0,Normal,44.5,Moderate Risk,0,0
REC-00990,FARM-042,COW-242,Holstein Friesian,3.7,4,30,0,No previous mastitis,Up to date,Antibiotic treatment,19.99,222897,5.48,38.21,38.27,37.62,86.7,573.0,8.8,67.0,7.9,10.0,8.5,7.7,5.5,3,Morning/Evening,32.6,68.9,Moderate,0,Normal,4.5,No Risk,0,0
REC-00991,FARM-032,COW-251,Holstein Friesian,5.6,5,172,1,Previous mastitis,Up to date,None,24.84,1065840,6.8,38.13,38.12,37.81,68.2,576.0,7.2,38.1,6.8,5.2,6.2,6.7,8.0,3,Morning/Evening,27.8,70.5,Low,0,Intermittent,17.3,No Risk,0,0
REC-00992,FARM-010,COW-365,Jersey Cross,9.1,5,106,0,No previous mastitis,Up to date,None,18.15,88011,4.65,38.81,38.9,37.65,59.8,449.0,6.3,59.2,7.8,9.2,7.2,9.2,7.9,2,Morning/Noon/Evening,29.4,85.1,Moderate,0,Normal,3.8,No Risk,0,0
REC-00993,FARM-043,COW-005,Gir,6.1,5,208,0,No previous mastitis,Up to date,None,7.54,191218,5.93,38.66,38.73,38.29,73.8,471.0,7.1,92.1,5.3,7.1,5.6,3.8,6.7,2,Morning/Evening,27.8,76.8,Moderate,0,Normal,24.3,Low Risk,0,0
REC-00994,FARM-017,COW-119,Other,4.2,2,56,0,No previous mastitis,Up to date,Anti-inflammatory treatment,14.58,182489,4.66,38.44,38.44,37.58,72.9,436.0,8.3,93.7,7.6,6.8,7.3,7.4,9.1,2,Morning/Evening,34.2,63.5,Moderate,0,Normal,4.1,No Risk,0,0
REC-00995,FARM-005,COW-289,Holstein Friesian,4.4,3,136,0,No previous mastitis,Overdue,None,17.77,105416,5.4,38.64,38.66,36.94,82.2,558.0,7.0,63.0,8.2,9.1,8.8,10.0,10.0,2,Morning/Noon/Evening,35.2,74.8,High,0,Normal,5.2,No Risk,0,0
REC-00996,FARM-045,COW-374,HF Cross,7.8,5,223,0,No previous mastitis,Up to date,None,16.41,306846,6.63,38.6,38.72,37.57,79.2,534.0,7.7,53.4,8.2,6.3,9.1,7.7,7.1,2,Morning/Evening,28.4,75.6,Moderate,0,Normal,11.4,No Risk,0,0
REC-00997,FARM-042,COW-065,Holstein Friesian,4.2,6,20,0,No previous mastitis,Up to date,None,21.13,86419,5.51,38.74,38.74,38.58,73.2,572.0,7.3,43.9,9.3,7.3,4.8,8.7,9.6,3,Morning/Evening,24.7,60.1,Low,0,Normal,3.9,No Risk,0,0
REC-00998,FARM-009,COW-146,Jersey,4.8,4,286,1,Previous mastitis,Up to date,None,16.19,441971,6.74,39.49,39.63,37.44,86.6,576.0,7.8,66.9,6.3,7.0,8.1,4.8,5.9,2,Morning/Evening,28.5,75.0,Low,0,Normal,19.0,No Risk,0,0
REC-00999,FARM-049,COW-224,HF Cross,3.1,2,26,0,No previous mastitis,Up to date,Supportive treatment,18.96,61290,4.8,39.2,39.14,37.55,74.5,491.0,8.0,66.9,9.8,5.7,5.6,9.5,7.2,2,Morning/Evening,18.0,65.2,Low,0,Normal,2.8,No Risk,0,0
REC-01000,FARM-033,COW-239,HF Cross,4.7,4,66,0,No previous mastitis,Up to date,None,21.68,231573,4.5,38.87,38.91,38.06,93.6,433.0,6.8,55.4,10.0,9.1,9.8,10.0,7.7,2,Morning/Evening,30.4,71.5,Moderate,1,Normal,7.1,No Risk,0,0
REC-01001,FARM-036,COW-177,Holstein Friesian,6.1,4,61,0,No previous mastitis,Up to date,None,17.09,137299,5.64,38.41,38.39,37.8,83.5,603.0,7.7,57.1,8.6,7.9,10.0,8.1,9.8,3,Morning/Evening,22.9,80.1,Moderate,0,Normal,3.6,No Risk,0,0
REC-01002,FARM-036,COW-267,Holstein Friesian,4.7,1,45,0,No previous mastitis,Overdue,Antibiotic treatment,23.06,146468,5.23,38.89,39.03,37.84,84.6,419.0,9.5,31.7,9.7,10.0,7.6,7.5,5.6,2,Morning/Evening,28.0,80.3,Moderate,0,Normal,12.4,No Risk,0,0
REC-01003,FARM-018,COW-341,HF Cross,5.2,2,302,1,Previous mastitis,Partially up to date,None,16.33,435636,5.77,38.09,38.24,37.31,,567.0,5.6,61.1,7.9,7.4,7.2,6.1,9.9,2,Morning/Evening,31.1,57.6,Moderate,0,Normal,5.4,No Risk,0,0
REC-01004,FARM-009,COW-282,Other,3.1,3,280,0,No previous mastitis,Up to date,None,9.26,139439,6.14,38.7,38.65,37.19,77.8,476.0,6.6,52.1,6.0,7.0,6.7,7.4,5.3,2,Morning/Evening,26.4,54.6,Low,0,Normal,16.8,No Risk,0,0
REC-01005,FARM-029,COW-063,Sahiwal,4.2,1,115,0,No previous mastitis,Up to date,None,5.82,80232,5.52,38.56,38.63,36.86,64.6,423.0,7.7,53.7,5.4,6.7,9.4,7.7,8.8,2,Morning/Evening,27.0,89.3,Moderate,1,Normal,36.7,Low Risk,0,0
REC-01006,FARM-050,COW-217,Jersey,9.0,1,16,1,Previous mastitis,Overdue,None,14.18,397532,6.59,38.47,,37.81,83.0,512.0,8.9,53.7,4.6,6.8,7.3,6.6,7.7,2,Morning/Evening,30.2,89.4,Moderate,0,Normal,13.3,No Risk,0,0
REC-01007,FARM-014,COW-342,Murrah Buffalo,5.0,4,144,1,Previous mastitis,Partially up to date,None,8.4,782179,6.23,38.11,37.91,38.55,71.4,576.0,7.4,76.6,8.2,9.5,7.5,7.8,9.1,2,Morning/Evening,26.5,76.8,Moderate,0,Normal,33.6,Low Risk,0,0
REC-01008,FARM-025,COW-315,Jersey Cross,5.9,2,129,0,No previous mastitis,Overdue,None,13.73,142533,4.64,38.27,38.36,37.53,76.7,434.0,5.9,64.3,8.4,6.4,6.6,8.5,7.6,3,Morning/Evening,33.2,64.4,Moderate,0,Normal,10.0,No Risk,0,0
REC-01009,FARM-015,COW-283,Murrah Buffalo,3.8,4,74,0,No previous mastitis,Up to date,None,7.19,107706,5.43,38.95,39.0,37.56,71.4,540.0,8.3,70.5,8.4,7.9,7.1,8.2,7.8,2,Morning/Evening,32.5,64.5,Moderate,0,Normal,11.9,No Risk,0,0
REC-01010,FARM-006,COW-177,HF Cross,5.3,2,25,0,No previous mastitis,Up to date,None,18.47,158356,5.99,38.89,38.93,37.86,77.1,541.0,6.8,76.3,8.1,6.7,7.8,6.8,6.3,2,Morning/Evening,31.6,56.2,Moderate,0,Normal,3.7,No Risk,0,0
REC-01011,FARM-042,COW-461,HF Cross,4.7,5,14,0,No previous mastitis,Up to date,None,17.36,263961,4.85,38.58,38.64,37.85,76.6,516.0,6.5,58.9,7.4,5.3,7.7,7.8,9.5,3,Morning/Evening,26.2,70.6,Low,0,Normal,2.8,No Risk,0,0
REC-01012,FARM-029,COW-417,Murrah Buffalo,7.2,2,209,1,Previous mastitis,Overdue,None,8.69,407984,5.99,38.43,38.48,38.31,78.2,536.0,10.0,66.4,5.5,7.7,8.4,6.5,7.1,2,Morning/Evening,31.6,66.5,Moderate,0,Normal,36.7,Low Risk,0,0
REC-01013,FARM-015,COW-098,Holstein Friesian,7.1,4,135,0,No previous mastitis,Up to date,None,19.65,105355,5.01,38.78,38.86,38.17,83.4,428.0,8.2,79.7,5.2,4.9,7.4,9.3,9.7,3,Morning/Noon/Evening,25.7,66.9,Low,0,Normal,7.3,No Risk,0,0
REC-01014,FARM-029,COW-105,Murrah Buffalo,7.3,3,21,0,No previous mastitis,Partially up to date,None,4.81,517089,6.05,38.31,38.36,37.79,76.7,504.0,7.7,49.2,6.9,7.6,6.8,6.9,7.4,2,Morning/Evening,28.6,54.2,Low,0,Normal,37.5,Low Risk,0,0
REC-01015,FARM-004,COW-099,Sahiwal,5.3,4,91,0,No previous mastitis,Up to date,None,3.0,61045,4.95,38.25,38.33,37.6,82.8,398.0,5.8,39.4,5.4,6.5,7.5,8.2,8.7,2,Morning/Evening,18.0,79.4,Moderate,0,Normal,27.3,Low Risk,0,0
REC-01016,FARM-018,COW-385,Other,8.9,5,49,0,No previous mastitis,Up to date,None,11.85,185535,5.64,38.82,38.84,37.35,88.5,,8.0,56.5,4.1,6.6,7.4,5.1,5.5,2,Morning/Evening,34.2,73.4,High,0,Normal,15.9,No Risk,0,0
REC-01017,FARM-050,COW-405,HF Cross,6.6,3,12,1,Previous mastitis,Up to date,Supportive treatment,17.37,444009,5.84,38.43,38.57,38.2,82.4,467.0,4.7,77.8,7.4,7.0,5.9,6.6,7.0,2,Morning/Noon/Evening,36.8,73.5,High,0,Normal,5.9,No Risk,0,0
REC-01018,FARM-049,COW-496,Holstein Friesian,2.6,3,22,0,No previous mastitis,Up to date,Supportive treatment,18.23,199097,5.74,38.79,38.91,38.02,94.4,650.0,6.7,60.5,7.7,7.2,3.6,5.5,6.8,2,Morning/Noon/Evening,30.0,46.6,Moderate,0,Normal,4.6,No Risk,0,0
REC-01019,FARM-044,COW-311,HF Cross,8.0,1,162,0,No previous mastitis,Up to date,None,20.3,147374,5.36,38.94,38.98,38.48,79.7,554.0,7.2,68.0,7.1,6.9,5.5,7.7,7.5,2,Morning/Evening,21.9,49.8,Low,0,Normal,3.7,No Risk,0,0
REC-01020,FARM-039,COW-006,Other,5.2,2,156,0,No previous mastitis,Up to date,None,9.73,94708,4.93,38.93,39.0,37.82,71.9,534.0,7.9,51.0,7.6,8.0,5.0,6.4,5.4,3,Morning/Evening,28.0,54.8,Low,0,Normal,13.6,No Risk,0,0
REC-01021,FARM-016,COW-476,HF Cross,7.2,1,159,1,Previous mastitis,Up to date,None,12.6,370241,6.05,38.52,38.6,37.86,96.3,482.0,10.0,75.9,5.4,7.2,8.4,8.6,7.8,2,Morning/Evening,29.3,77.3,Moderate,0,Normal,16.4,No Risk,1,7
REC-01022,FARM-011,COW-465,Jersey Cross,3.3,2,270,0,No previous mastitis,Partially up to date,None,6.73,288460,5.64,38.82,38.86,38.01,72.1,529.0,7.4,67.4,8.3,10.0,5.5,9.1,8.9,2,Morning/Evening,29.1,62.1,Low,0,Normal,24.4,Low Risk,0,0
REC-01023,FARM-014,COW-197,HF Cross,5.1,2,87,0,No previous mastitis,Up to date,None,15.95,189961,5.13,38.42,38.47,38.32,69.9,596.0,7.3,61.3,8.4,5.5,9.3,8.3,9.0,2,Morning/Evening,40.4,55.6,Moderate,0,Normal,4.0,No Risk,0,0
REC-01024,FARM-003,COW-351,HF Cross,6.5,1,209,0,No previous mastitis,Partially up to date,Antibiotic treatment,13.34,273880,6.05,38.87,39.04,38.52,61.3,457.0,5.3,48.6,6.9,5.5,5.8,6.0,8.4,2,Morning/Evening,27.9,75.8,Moderate,1,Normal,26.1,Low Risk,0,0
REC-01025,FARM-050,COW-133,Holstein Friesian,5.6,5,8,0,No previous mastitis,Up to date,None,22.1,342226,6.36,38.41,38.43,38.05,82.7,,7.0,35.7,4.5,6.6,8.0,7.6,6.4,2,Morning/Noon/Evening,26.4,64.1,Low,1,Normal,8.8,No Risk,0,0
REC-01026,FARM-042,COW-358,Jersey Cross,4.9,2,166,0,No previous mastitis,Up to date,None,18.4,484089,6.11,38.75,38.76,37.87,39.1,406.0,6.1,61.9,6.4,5.9,10.0,5.8,,2,Morning/Evening,29.7,72.5,Low,0,Normal,13.5,No Risk,0,0
REC-01027,FARM-038,COW-259,Murrah Buffalo,2.0,1,10,0,No previous mastitis,Up to date,None,6.17,362838,5.71,38.96,38.97,37.04,69.2,549.0,7.3,86.8,7.9,9.0,8.0,5.6,6.7,2,Morning/Evening,28.4,55.8,Low,0,Normal,21.3,Low Risk,0,0
REC-01028,FARM-045,COW-437,Jersey,3.9,4,30,0,No previous mastitis,Partially up to date,None,13.9,79139,5.15,38.5,38.59,37.34,96.6,488.0,7.4,87.8,6.2,9.8,10.0,5.8,8.9,2,Morning/Evening,25.6,67.7,Low,0,Normal,2.8,No Risk,0,0
REC-01029,FARM-042,COW-023,Murrah Buffalo,3.4,6,263,0,No previous mastitis,Up to date,Supportive treatment,4.27,335852,4.55,39.02,39.06,37.83,74.3,562.0,8.7,55.3,10.0,6.6,5.5,6.9,7.2,3,Morning/Evening,21.1,84.0,Moderate,0,Intermittent,19.8,No Risk,0,0
REC-01030,FARM-018,COW-485,Jersey Cross,2.0,2,258,0,No previous mastitis,Up to date,None,15.97,178050,5.97,38.42,38.37,37.83,77.8,406.0,9.4,68.8,8.3,8.0,8.9,6.6,10.0,2,Morning/Noon/Evening,32.3,82.9,High,0,Normal,8.6,No Risk,0,0
REC-01031,FARM-020,COW-053,Jersey Cross,3.9,3,278,0,No previous mastitis,Up to date,None,11.52,309959,5.68,38.78,38.71,37.35,80.7,423.0,6.6,30.0,8.0,7.8,5.9,6.6,7.3,2,Morning/Evening,25.1,58.5,Low,1,Normal,16.8,No Risk,0,0
REC-01032,FARM-048,COW-165,Jersey Cross,8.5,5,133,0,No previous mastitis,Up to date,None,16.62,536864,5.65,38.8,38.88,37.68,78.4,578.0,6.8,44.6,8.1,6.5,8.6,7.1,7.4,2,Morning/Evening,24.5,64.7,Low,0,Normal,5.3,No Risk,0,0
REC-01033,FARM-025,COW-202,Holstein Friesian,7.3,6,197,0,No previous mastitis,Up to date,Supportive treatment,16.04,122755,5.7,38.47,38.56,36.76,77.9,550.0,7.0,43.8,6.0,8.1,6.9,9.8,7.0,2,Morning/Evening,25.4,77.7,Moderate,0,Normal,4.9,No Risk,1,14
REC-01034,FARM-038,COW-458,HF Cross,3.7,5,56,1,Previous mastitis,Up to date,None,22.85,293571,5.8,38.43,38.56,38.02,,517.0,8.2,62.5,7.5,8.4,7.4,9.3,6.8,2,Morning/Evening,22.4,69.1,Low,0,Normal,7.9,No Risk,0,0
REC-01035,FARM-013,COW-083,Sahiwal,4.1,3,276,1,Previous mastitis,Up to date,None,3.0,152812,5.56,38.85,38.89,37.53,77.9,399.0,3.9,50.2,4.8,4.7,7.0,8.9,7.1,2,Morning/Evening,32.0,72.2,Moderate,0,Normal,63.8,High Risk,1,8
REC-01036,FARM-004,COW-145,Holstein Friesian,4.1,2,198,0,No previous mastitis,Up to date,None,25.21,340240,5.42,38.75,38.77,38.22,82.4,522.0,5.8,62.2,4.6,5.4,6.5,6.5,7.3,2,Morning/Evening,31.4,84.6,Moderate,1,Normal,7.7,No Risk,0,0
REC-01037,FARM-014,COW-085,HF Cross,6.6,3,185,0,No previous mastitis,Up to date,Supportive treatment,7.03,195123,4.63,38.38,38.37,38.04,56.9,529.0,8.3,63.9,7.0,6.8,7.2,6.0,7.9,2,Morning/Evening,29.9,70.6,Low,0,Normal,7.7,No Risk,0,0
REC-01038,FARM-033,COW-078,Jersey,5.9,3,21,0,No previous mastitis,Up to date,Antibiotic treatment,16.63,61031,5.48,38.78,38.87,37.77,92.2,563.0,7.4,80.2,7.2,6.7,7.7,9.1,5.9,2,Morning/Evening,32.2,60.9,Moderate,0,Normal,5.7,No Risk,0,0
REC-01039,FARM-028,COW-457,Gir,3.9,2,17,0,No previous mastitis,Overdue,None,13.9,109839,5.2,38.73,38.93,37.76,90.3,394.0,6.9,96.2,8.6,7.3,4.6,5.6,10.0,2,Morning/Evening,30.9,83.1,Moderate,0,Normal,6.7,No Risk,0,0
REC-01040,FARM-037,COW-366,HF Cross,4.1,2,79,0,No previous mastitis,Up to date,Antibiotic treatment,19.24,159244,5.12,37.77,37.98,37.52,95.2,448.0,7.2,66.4,5.9,5.8,6.6,6.5,8.7,2,Morning/Evening,31.6,58.1,Moderate,0,Normal,3.6,No Risk,0,0
REC-01041,FARM-008,COW-001,Jersey Cross,7.1,2,27,0,No previous mastitis,Up to date,None,17.51,154021,5.53,38.45,38.58,37.18,85.5,406.0,7.8,95.3,7.4,5.6,8.0,8.4,7.5,2,Morning/Evening,37.2,67.7,Moderate,0,Normal,7.2,No Risk,0,0
REC-01042,FARM-044,COW-051,Jersey,7.9,3,167,0,No previous mastitis,Up to date,None,7.4,81644,4.78,38.88,39.03,38.47,67.4,376.0,5.8,48.5,6.7,6.7,7.3,6.8,5.6,2,Morning/Noon/Evening,33.4,61.1,Moderate,0,Normal,23.9,Low Risk,0,0
REC-01043,FARM-034,COW-173,Other,3.6,4,235,0,No previous mastitis,Up to date,None,10.35,184263,4.71,38.44,,37.24,80.8,510.0,7.6,88.4,5.3,5.4,8.5,8.8,5.7,2,Morning/Evening,29.8,53.7,Low,0,Normal,8.4,No Risk,0,0
REC-01044,FARM-044,COW-205,Holstein Friesian,5.0,4,111,0,No previous mastitis,Up to date,None,17.0,225955,5.77,38.38,38.46,37.43,81.8,521.0,8.1,73.9,6.9,9.0,4.6,6.2,9.1,2,Morning/Noon/Evening,24.8,66.8,Low,0,Normal,7.8,No Risk,0,0
REC-01045,FARM-005,COW-260,Jersey Cross,5.4,4,214,1,Previous mastitis,Up to date,None,10.18,387519,6.42,38.49,38.56,37.54,64.0,510.0,6.4,51.5,6.1,8.8,7.5,6.6,8.0,2,Morning/Evening,21.8,68.7,Low,1,Normal,18.9,No Risk,0,0
REC-01046,FARM-005,COW-446,Jersey Cross,4.9,3,198,0,No previous mastitis,Up to date,None,12.86,178094,6.12,39.3,39.22,38.15,81.7,459.0,5.9,38.9,6.5,8.1,8.2,4.8,5.3,3,Morning/Evening,21.1,65.0,Low,0,Normal,6.6,No Risk,0,0
REC-01047,FARM-031,COW-449,Sahiwal,7.2,3,197,1,Previous mastitis,Overdue,None,6.69,216701,5.14,38.71,38.81,38.03,75.9,594.0,9.3,70.8,6.9,8.7,6.5,7.8,6.8,2,Morning/Evening,33.3,80.0,High,0,Normal,32.7,Low Risk,0,0
REC-01048,FARM-045,COW-369,Holstein Friesian,4.9,4,13,0,No previous mastitis,Up to date,Anti-inflammatory treatment,23.02,328742,5.93,38.58,38.57,37.74,88.5,469.0,5.7,68.7,10.0,6.6,6.4,3.5,,2,Morning/Evening,26.5,58.9,Low,0,Normal,7.1,No Risk,0,0
REC-01049,FARM-009,COW-488,Gir,8.6,3,113,0,No previous mastitis,Up to date,None,8.55,550175,6.28,38.65,38.68,37.7,82.0,605.0,7.3,64.6,8.4,6.5,9.2,5.5,9.1,2,Morning/Noon/Evening,29.4,72.3,Low,1,Normal,15.0,No Risk,0,0
REC-01050,FARM-042,COW-288,HF Cross,7.4,4,98,0,No previous mastitis,Up to date,Supportive treatment,17.14,208376,4.59,38.66,38.62,37.72,70.2,539.0,9.1,57.4,8.7,7.8,2.3,8.3,9.0,2,Morning/Evening,24.7,53.5,Low,0,Normal,5.9,No Risk,0,0
REC-01051,FARM-032,COW-034,HF Cross,4.0,2,306,0,No previous mastitis,Partially up to date,None,15.66,154180,5.0,38.95,38.94,37.66,78.1,371.0,7.0,79.6,8.0,8.4,6.2,8.3,7.6,2,Morning/Evening,38.9,95.0,High,0,Normal,13.7,No Risk,0,0
REC-01052,FARM-033,COW-348,Jersey Cross,5.3,5,138,0,No previous mastitis,Overdue,None,14.35,157003,5.86,38.31,38.37,38.44,79.8,442.0,6.6,50.1,7.5,7.7,6.1,6.8,7.4,2,Morning/Evening,20.9,60.1,Low,0,Intermittent,10.8,No Risk,0,0
REC-01053,FARM-003,COW-095,Sahiwal,3.4,3,56,0,No previous mastitis,Up to date,None,8.06,82639,5.38,38.55,38.75,37.97,87.4,439.0,6.9,87.6,8.6,7.6,8.0,6.3,9.0,3,Morning/Evening,29.6,48.6,Low,0,Normal,13.6,No Risk,0,0
REC-01054,FARM-030,COW-072,Jersey Cross,4.5,4,104,1,Previous mastitis,Overdue,None,13.22,544205,5.72,39.21,39.2,38.31,87.9,443.0,6.8,55.9,7.0,7.7,8.6,6.0,9.5,2,Morning/Evening,27.4,65.2,Low,0,Normal,17.5,No Risk,0,0
REC-01055,FARM-050,COW-039,Murrah Buffalo,6.8,2,232,0,No previous mastitis,Up to date,Antibiotic treatment,3.08,121117,5.34,38.68,38.67,38.25,69.5,520.0,7.3,66.6,5.4,8.7,8.7,6.0,7.1,2,Morning/Evening,29.1,70.7,Low,0,Normal,23.7,Low Risk,0,0
REC-01056,FARM-012,COW-154,Holstein Friesian,5.6,4,172,0,No previous mastitis,Partially up to date,Supportive treatment,20.44,119183,5.15,38.98,39.0,38.09,89.3,499.0,6.4,77.7,7.2,8.8,6.0,8.3,8.3,2,Morning/Evening,27.6,78.6,Moderate,0,Normal,12.4,No Risk,0,0
REC-01057,FARM-029,COW-250,Murrah Buffalo,9.0,2,28,1,Previous mastitis,Up to date,None,15.54,640238,7.07,38.52,38.57,38.13,101.7,438.0,8.5,92.4,7.3,6.8,7.4,4.6,7.7,2,Morning/Evening,25.0,80.9,Moderate,0,Normal,22.1,Low Risk,0,0
REC-01058,FARM-003,COW-162,Jersey,3.0,2,293,0,No previous mastitis,Up to date,None,11.72,87010,4.94,38.57,38.54,37.87,78.2,350.0,6.5,72.6,10.0,8.1,6.2,7.9,6.5,2,Morning/Evening,24.0,75.5,Moderate,0,Intermittent,13.4,No Risk,0,0
REC-01059,FARM-026,COW-438,Jersey Cross,5.1,7,292,0,No previous mastitis,Up to date,None,10.95,175563,5.53,38.99,39.03,37.54,55.0,525.0,5.7,85.0,8.6,4.0,8.7,9.1,6.8,2,Morning/Evening,38.2,78.1,High,1,Normal,26.7,Low Risk,0,0
REC-01060,FARM-030,COW-118,Jersey Cross,4.3,2,92,0,No previous mastitis,Up to date,None,7.88,71520,5.34,39.3,39.2,38.35,65.7,367.0,7.1,64.1,6.8,4.7,7.4,6.8,6.3,2,Morning/Evening,27.7,81.2,Moderate,0,Normal,23.3,Low Risk,0,0
REC-01061,FARM-009,COW-259,HF Cross,4.6,4,205,1,Previous mastitis,Partially up to date,Supportive treatment,13.41,224306,5.84,38.22,38.41,38.33,80.8,398.0,5.7,75.9,7.1,6.7,6.9,8.5,7.8,2,Morning/Evening,30.5,71.0,Moderate,0,Normal,21.3,Low Risk,0,0
REC-01062,FARM-026,COW-379,Holstein Friesian,5.3,4,36,0,No previous mastitis,Up to date,Anti-inflammatory treatment,23.83,170807,5.03,39.21,39.27,37.6,91.2,553.0,8.5,41.5,6.8,6.2,7.3,7.7,7.4,2,Morning/Evening,21.8,58.8,Low,0,Normal,4.2,No Risk,0,0
REC-01063,FARM-002,COW-306,HF Cross,4.0,3,129,1,Previous mastitis,Up to date,None,16.51,232390,5.22,38.38,38.37,38.45,81.7,541.0,7.9,50.3,6.4,9.8,8.5,9.0,7.9,2,Morning/Evening,19.5,69.1,Low,0,Normal,8.8,No Risk,0,0
REC-01064,FARM-003,COW-268,Jersey,6.9,3,171,0,No previous mastitis,Up to date,None,12.94,593070,5.17,38.27,38.46,38.18,82.2,650.0,7.1,55.0,8.1,6.8,7.5,10.0,9.1,2,Morning/Evening,26.0,59.4,Low,0,Normal,10.5,No Risk,0,0
REC-01065,FARM-046,COW-449,HF Cross,8.4,2,195,1,Previous mastitis,Up to date,None,17.17,254341,6.09,38.79,38.87,38.16,80.7,454.0,5.7,43.0,4.4,7.8,6.5,8.8,7.4,2,Morning/Evening,32.9,80.6,High,0,Normal,12.0,No Risk,0,0
REC-01066,FARM-004,COW-054,Jersey,2.0,3,32,0,No previous mastitis,Up to date,Antibiotic treatment,14.48,254273,6.59,38.58,38.58,38.15,65.4,526.0,7.0,55.4,7.3,7.5,6.7,3.8,9.4,3,Morning/Evening,29.1,82.4,Moderate,0,Normal,8.5,No Risk,0,0
REC-01067,FARM-025,COW-236,Jersey Cross,7.7,7,119,1,Previous mastitis,Up to date,None,12.64,200789,6.08,38.41,38.63,38.19,81.9,455.0,6.9,70.7,6.3,5.1,8.2,4.5,7.1,2,Morning/Evening,26.6,83.2,Moderate,0,Normal,26.3,Low Risk,0,0
REC-01068,FARM-013,COW-389,Jersey,9.7,2,70,0,No previous mastitis,Overdue,None,15.58,258730,6.18,38.56,38.8,37.41,68.1,477.0,6.1,61.7,5.1,7.6,5.4,7.3,7.4,2,Morning/Noon/Evening,30.9,54.2,Moderate,0,Maintenance,11.0,No Risk,0,0
REC-01069,FARM-039,COW-478,Jersey,5.5,5,198,1,Previous mastitis,Up to date,None,7.83,227310,5.45,38.81,,38.86,95.5,601.0,8.3,42.8,4.9,7.2,8.5,5.1,7.9,3,Morning/Evening,26.5,80.7,Moderate,0,Normal,20.8,Low Risk,0,0
REC-01070,FARM-044,COW-222,Jersey,4.1,2,284,0,No previous mastitis,Partially up to date,Antibiotic treatment,6.92,407540,5.35,38.65,38.67,38.43,74.9,462.0,7.3,57.4,7.9,9.5,3.9,7.8,8.9,2,Morning/Evening,35.2,61.1,Moderate,0,Normal,27.5,Low Risk,0,0
REC-01071,FARM-035,COW-251,HF Cross,4.2,3,231,0,No previous mastitis,Up to date,None,13.99,414759,5.03,38.8,38.88,37.09,85.7,586.0,7.2,70.6,9.6,6.4,7.1,7.1,7.7,2,Morning/Evening,35.4,72.4,High,1,Normal,7.7,No Risk,0,0
REC-01072,FARM-023,COW-313,Murrah Buffalo,4.6,4,193,1,Previous mastitis,Up to date,None,10.08,296642,5.59,38.68,38.64,38.08,71.8,384.0,4.9,64.5,5.7,8.1,5.9,9.5,7.3,2,Morning/Evening,26.4,77.9,Moderate,0,Normal,29.6,Low Risk,0,0
